# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_721953.2	NC_032093.1	1176356	1178194	+	1839	4144	4144	4444	4444	3282	3282	3641	3641	4527	4527	5057	5057	3889	3889	5179	5179	3483	3483	4291	4291	2622	2622	3278	3278
cds-XP_721956.1	NC_032093.1	1178288	1179400	+	1113	4432	4432	4760	4760	5597	5597	9257	9257	7229	7229	5830	5830	3920	3920	5141	5141	5612	5612	5902	5902	3299	3299	5666	5666
cds-XP_721959.1	NC_032093.1	1179397	1180902	-	1506	2794	2794	3739	3739	2047	2047	2840	2840	3458	3458	2936	2936	2777	2777	4026	4026	2298	2298	2845	2845	1484	1484	2167	2167
cds-XP_721962.2	NC_032093.1	1182110	1182868	-	759	5673	5673	6047	6047	6972	6972	3641	3641	3692	3692	5182	5182	2395	2395	3535	3535	4364	4364	4752	4752	4133	4133	5144	5144
cds-XP_721963.2	NC_032093.1	1188747	1189058	-	312	125	125	104	104	133	133	83	83	66	66	66	66	39	39	52	52	57	57	106	106	63	63	104	104
cds-XP_710507.2	NC_032094.1	5	346	+	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
cds-XP_710505.2	NC_032094.1	5545	6069	+	525	435	435	508	508	426	426	1661	1661	1519	1519	1827	1827	1081	1081	1591	1591	1692	1692	373	373	299	299	415	415
cds-XP_710504.1	NC_032094.1	7276	9894	-	2619	3074	3074	3181	3181	2735	2735	2174	2174	2062	2062	2001	2001	1669	1669	1986	1986	1714	1714	2938	2938	1989	1989	2699	2699
cds-XP_710500.1	NC_032094.1	10260	11345	-	1086	663	663	712	712	732	732	1356	1356	1027	1027	952	952	802	802	1144	1144	889	889	709	709	485	485	772	772
cds-XP_710499.1	NC_032094.1	11580	11948	+	369	1218	1218	1392	1392	1266	1266	776	776	1417	1417	1438	1438	1039	1039	1892	1892	843	843	1353	1353	635	635	1227	1227
cds-XP_710498.1	NC_032094.1	11950	12543	-	594	5394	5394	5586	5586	4551	4551	4933	4933	5438	5438	6786	6786	4836	4836	6689	6689	4794	4794	6385	6385	3207	3207	5176	5176
cds-XP_710497.1	NC_032094.1	12648	13433	-	786	2237	2237	2419	2419	2727	2727	3827	3827	2954	2954	2444	2444	2158	2158	2792	2792	2724	2724	2263	2263	1476	1476	2267	2267
cds-XP_019330984.1	NC_032094.1	13533	13778	+	246	537	537	545	545	560	560	554	554	471	471	425	425	337	337	571	571	375	375	490	490	269	269	443	443
cds-XP_710495.2	NC_032094.1	13792	16029	-	2238	7704	7704	8499	8499	11519	11519	23106	23106	18413	18413	16805	16805	12280	12280	13989	13989	14530	14530	7575	7575	6606	6606	8769	8769
cds-XP_710494.2	NC_032094.1	16129	16587	-	459	330	330	310	310	330	330	682	682	545	545	491	491	326	326	497	497	451	451	302	302	195	195	294	294
cds-XP_710493.1	NC_032094.1	17283	18128	+	846	6713	6713	7638	7638	7556	7556	12192	12192	10585	10585	13377	13377	7049	7049	9074	9074	14220	14220	7400	7400	4371	4371	6946	6946
cds-XP_710492.2	NC_032094.1	18356	18682	+	327	605	605	580	580	362	362	191	191	258	258	295	295	190	190	348	348	243	243	572	572	261	261	432	432
cds-XP_710490.2	NC_032094.1	18679	20661	-	1983	1340	1340	1712	1712	1416	1416	2547	2547	2304	2304	1768	1768	1559	1559	2016	2016	1813	1813	1294	1294	980	980	1335	1335
cds-XP_712296.1	NC_032094.1	20920	21525	-	606	200	200	201	201	137	137	182	182	151	151	147	147	104	104	120	120	119	119	210	210	107	107	139	139
cds-XP_712295.2	NC_032094.1	21616	22845	+	1230	2952	2952	3358	3358	2519	2519	2617	2617	3259	3259	3023	3023	2751	2751	3875	3875	2789	2789	3111	3111	1976	1976	2545	2545
cds-XP_712297.2	NC_032094.1	22858	23190	-	333	4392	4392	4373	4373	4840	4840	6730	6730	5580	5580	5804	5804	4389	4389	5868	5868	5132	5132	5028	5028	2878	2878	4737	4737
cds-XP_712298.1	NC_032094.1	23379	24626	+	1248	2771	2771	2758	2758	3126	3126	3790	3790	2837	2837	2859	2859	1889	1889	2645	2645	2823	2823	2880	2880	1849	1849	2798	2798
cds-XP_712299.2	NC_032094.1	24834	25922	+	1089	797	797	817	817	822	822	991	991	799	799	709	709	619	619	809	809	647	647	792	792	535	535	833	833
cds-XP_712300.1	NC_032094.1	25917	26810	-	894	1258	1258	1276	1276	1261	1261	1440	1440	1210	1210	1095	1095	796	796	1025	1025	1108	1108	1148	1148	839	839	1088	1088
cds-XP_712301.1	NC_032094.1	26954	28600	+	1647	1556	1556	1822	1822	1330	1330	1272	1272	1681	1681	1987	1987	1543	1543	1711	1711	1578	1578	1642	1642	1064	1064	1393	1393
cds-XP_712303.2	NC_032094.1	28770	29879	+	1110	728	728	689	689	676	676	1302	1302	1231	1231	1083	1083	828	828	1307	1307	1035	1035	588	588	413	413	586	586
cds-XP_712304.2	NC_032094.1	30052	30744	+	693	1002	1002	1109	1109	1132	1132	2011	2011	1544	1544	1439	1439	1168	1168	1514	1514	1240	1240	1126	1126	818	818	1096	1096
cds-XP_712305.1	NC_032094.1	32516	35077	+	2562	1456	1456	1874	1874	1146	1146	2275	2275	1761	1761	1883	1883	1424	1424	1953	1953	1741	1741	1617	1617	1156	1156	1241	1241
cds-XP_712307.1	NC_032094.1	39723	41777	+	2055	1827	1827	1995	1995	1855	1855	4274	4274	4412	4412	5760	5760	2960	2960	4244	4244	5444	5444	1852	1852	1370	1370	1745	1745
cds-XP_712308.1	NC_032094.1	43796	46627	-	2832	6879	6879	7404	7404	7619	7619	7141	7141	5899	5899	6150	6150	4367	4367	5322	5322	5910	5910	7111	7111	5792	5792	7131	7131
cds-XP_712309.2	NC_032094.1	47121	49541	+	2421	3922	3922	4297	4297	4528	4528	6088	6088	4768	4768	4456	4456	3497	3497	4029	4029	4241	4241	4106	4106	3493	3493	4144	4144
cds-XP_712310.2	NC_032094.1	49594	53874	-	4281	4691	4691	5101	5101	4650	4650	4666	4666	4380	4380	3235	3235	3484	3484	4425	4425	3485	3485	4505	4505	3851	3851	3962	3962
cds-XP_712311.1	NC_032094.1	54332	56071	-	1740	19132	19132	20076	20076	19801	19801	21352	21352	18512	18512	22805	22805	15462	15462	17328	17328	19937	19937	21349	21349	13795	13795	20450	20450
cds-XP_712312.2	NC_032094.1	57603	59954	-	2352	3173	3173	3422	3422	3424	3424	4376	4376	3508	3508	3720	3720	2678	2678	3254	3254	3352	3352	3228	3228	2363	2363	3320	3320
cds-XP_712313.2	NC_032094.1	60860	63445	+	2586	876	876	1076	1076	737	737	1321	1321	1051	1051	873	873	829	829	1103	1103	990	990	787	787	547	547	813	813
cds-XP_712315.1	NC_032094.1	63637	64182	-	546	725	725	693	693	757	757	882	882	629	629	716	716	525	525	687	687	757	757	667	667	522	522	670	670
cds-XP_712316.1	NC_032094.1	64428	65978	-	1551	26229	26229	28116	28116	30326	30326	45071	45071	36707	36707	30293	30293	28542	28542	33074	33074	26725	26725	26865	26865	23653	23653	27079	27079
cds-XP_712317.1	NC_032094.1	66443	67438	-	996	933	933	999	999	985	985	1227	1227	840	840	727	727	624	624	796	796	679	679	1049	1049	779	779	965	965
cds-XP_712318.1	NC_032094.1	67494	68984	+	1491	1992	1992	2094	2094	1943	1943	2038	2038	1871	1871	2012	2012	1481	1481	1895	1895	2009	2009	2098	2098	1543	1543	1961	1961
cds-XP_712319.1	NC_032094.1	69031	70365	-	1335	837	837	1093	1093	1040	1040	1851	1851	1333	1333	1153	1153	1140	1140	1315	1315	1215	1215	970	970	736	736	885	885
cds-XP_712320.1	NC_032094.1	70595	73825	-	3231	5538	5538	5997	5997	6061	6061	6213	6213	5268	5268	5015	5015	4029	4029	4649	4649	4950	4950	5879	5879	4718	4718	5821	5821
cds-XP_019330985.1	NC_032094.1;NC_032094.1	74105;74194	74107;74448	+;+	258	2033	2033	2085	2085	2073	2073	2999	2999	2398	2398	2122	2122	1846	1846	2426	2426	2008	2008	2325	2325	1750	1750	2288	2288
cds-XP_712321.1	NC_032094.1	74582	76120	-	1539	2167	2167	2498	2498	2509	2509	3052	3052	2427	2427	2244	2244	1881	1881	2142	2142	2547	2547	2470	2470	1898	1898	2227	2227
cds-XP_711267.2	NC_032094.1	76654	78531	-	1878	7514	7514	8397	8397	8538	8538	32009	32009	25073	25073	20548	20548	15690	15690	19781	19781	18148	18148	10400	10400	8039	8039	10282	10282
cds-XP_711265.2	NC_032094.1	80175	82049	-	1875	1315	1315	1459	1459	1417	1417	1069	1069	823	823	644	644	665	665	644	644	666	666	1483	1483	1083	1083	1264	1264
cds-XP_711264.1	NC_032094.1	83656	85536	-	1881	13390	13390	13962	13962	13322	13322	134	134	136	136	50	50	92	92	95	95	58	58	11651	11651	8438	8438	10650	10650
cds-XP_711263.2	NC_032094.1	87450	89309	-	1860	11286	11286	11834	11834	10728	10728	19052	19052	17404	17404	13431	13431	19003	19003	23083	23083	10574	10574	9740	9740	7717	7717	8503	8503
cds-XP_711262.2	NC_032094.1	92659	94050	+	1392	919	919	1013	1013	930	930	1049	1049	762	762	762	762	668	668	839	839	644	644	865	865	940	940	851	851
cds-XP_711261.2	NC_032094.1	94193	95188	-	996	518	518	533	533	510	510	917	917	564	564	474	474	456	456	611	611	427	427	512	512	439	439	495	495
cds-XP_711260.1	NC_032094.1	95673	97367	-	1695	1463	1463	1651	1651	826	826	1266	1266	1517	1517	1545	1545	1197	1197	1641	1641	1383	1383	1375	1375	810	810	1089	1089
cds-XP_711259.1	NC_032094.1	97678	97992	+	315	371	371	377	377	346	346	550	550	448	448	358	358	318	318	363	363	322	322	409	409	269	269	356	356
cds-XP_019330986.1	NC_032094.1	98053	98313	-	261	427	427	459	459	648	648	994	994	643	643	620	620	528	528	625	625	590	590	573	573	464	464	587	587
cds-XP_711258.1	NC_032094.1	98512	100356	+	1845	275	275	325	325	199	199	299	299	290	290	235	235	255	255	307	307	249	249	293	293	185	185	239	239
cds-XP_711256.1	NC_032094.1	100547	101452	+	906	4845	4845	4879	4879	5206	5206	7109	7109	5454	5454	5489	5489	4214	4214	5076	5076	4931	4931	4419	4419	3971	3971	4604	4604
cds-XP_711255.2	NC_032094.1	101799	103787	+	1989	2748	2748	3059	3059	3005	3005	4459	4459	2980	2980	2564	2564	2493	2493	2964	2964	2522	2522	2953	2953	2895	2895	2834	2834
cds-XP_711253.1	NC_032094.1	103938	105929	-	1992	4735	4735	4755	4755	4989	4989	6645	6645	5151	5151	4289	4289	3949	3949	4680	4680	4154	4154	5066	5066	3937	3937	4701	4701
cds-XP_711251.2	NC_032094.1	107872	109443	+	1572	1493	1493	1890	1890	1029	1029	1095	1095	1180	1180	1025	1025	1000	1000	1496	1496	815	815	1507	1507	1207	1207	1149	1149
cds-XP_711249.1	NC_032094.1	109686	110591	-	906	5821	5821	6063	6063	7064	7064	9818	9818	7572	7572	7456	7456	6647	6647	7606	7606	6736	6736	6387	6387	4295	4295	6359	6359
cds-XP_019330987.1	NC_032094.1;NC_032094.1	112252;112377	112306;112774	+;+	453	2801	2801	2852	2852	3279	3279	6605	6605	4576	4576	3400	3400	3249	3249	4355	4355	3515	3515	2934	2934	2500	2500	2968	2968
cds-XP_711247.2	NC_032094.1	112915	113313	+	399	183	183	209	209	218	218	233	233	161	161	90	90	129	129	129	129	100	100	153	153	177	177	155	155
cds-XP_711246.2	NC_032094.1	113323	114414	-	1092	1094	1094	1260	1260	1343	1343	1849	1849	1363	1363	1125	1125	932	932	1276	1276	1310	1310	1264	1264	1024	1024	1142	1142
cds-XP_019330988.1	NC_032094.1;NC_032094.1	114676;115515	115110;115535	-;-	456	54868	54868	60107	60107	50770	50770	52827	52827	55503	55503	61637	61637	52954	52954	66173	66173	42495	42495	65577	65577	34085	34085	57106	57106
cds-XP_019330989.1	NC_032094.1;NC_032094.1;NC_032094.1;NC_032094.1	115818;115938;116259;116420	115875;116190;116355;116422	-;-;-;-	411	603	603	667	667	832	832	2037	2037	1547	1547	1279	1279	1068	1068	1367	1367	1178	1178	747	747	548	548	689	689
cds-XP_019330990.1	NC_032094.1;NC_032094.1	116838;116959	116883;118541	+;+	1629	5199	5199	6094	6094	6129	6129	7158	7158	5296	5296	4408	4408	4074	4074	5078	5078	4477	4477	5238	5238	4209	4209	5255	5255
cds-XP_019330991.1	NC_032094.1;NC_032094.1	118692;119230	119153;119232	-;-	465	776	776	922	922	1024	1024	1460	1460	1136	1136	963	963	763	763	997	997	806	806	908	908	721	721	975	975
cds-XP_711332.2	NC_032094.1	119448	120974	+	1527	1187	1187	1334	1334	1209	1209	1176	1176	1047	1047	938	938	872	872	1181	1181	832	832	1295	1295	1048	1048	1133	1133
cds-XP_711331.2	NC_032094.1	121065	121958	-	894	595	595	641	641	646	646	1050	1050	791	791	910	910	521	521	700	700	864	864	651	651	528	528	617	617
cds-XP_711330.2	NC_032094.1	122466	124409	+	1944	897	897	1034	1034	991	991	1538	1538	1159	1159	1160	1160	869	869	1031	1031	1135	1135	1063	1063	802	802	1019	1019
cds-XP_711328.2	NC_032094.1	124508	125947	-	1440	4308	4308	4365	4365	4321	4321	3504	3504	4114	4114	4966	4966	3397	3397	4278	4278	4565	4565	4327	4327	3498	3498	3982	3982
cds-XP_711327.1	NC_032094.1	126536	128452	+	1917	90	90	83	83	44	44	119	119	47	47	53	53	72	72	97	97	68	68	71	71	78	78	70	70
cds-XP_711325.1	NC_032094.1	129790	131742	+	1953	3291	3291	3668	3668	4003	4003	6406	6406	4870	4870	4418	4418	3875	3875	4625	4625	4045	4045	3651	3651	2696	2696	3349	3349
cds-XP_711323.1	NC_032094.1	131977	133230	-	1254	47588	47588	52090	52090	61556	61556	115850	115850	88419	88419	68563	68563	58730	58730	75862	75862	65716	65716	68166	68166	43672	43672	64887	64887
cds-XP_711322.2	NC_032094.1	134254	135108	+	855	1930	1930	2229	2229	2109	2109	3007	3007	2333	2333	2422	2422	2078	2078	2356	2356	2303	2303	2331	2331	2203	2203	2148	2148
cds-XP_019330992.1	NC_032094.1;NC_032094.1	135141;136874	136788;136989	-;-	1764	1562	1562	1598	1598	1607	1607	2463	2463	2115	2115	1943	1943	1365	1365	1915	1915	1882	1882	1489	1489	1205	1205	1479	1479
cds-XP_711320.2	NC_032094.1	137336	140659	+	3324	4745	4745	5149	5149	4938	4938	5977	5977	5132	5132	4873	4873	3826	3826	4780	4780	4432	4432	4997	4997	4168	4168	4545	4545
cds-XP_711319.1	NC_032094.1	140815	141570	-	756	9962	9962	11052	11052	11641	11641	27189	27189	19721	19721	29431	29431	16343	16343	20533	20533	31510	31510	10882	10882	7814	7814	10293	10293
cds-XP_711317.2	NC_032094.1	142324	144471	-	2148	2911	2911	3558	3558	2662	2662	3412	3412	2881	2881	3315	3315	2286	2286	3086	3086	2976	2976	2854	2854	1979	1979	2504	2504
cds-XP_711316.1	NC_032094.1	149369	150541	-	1173	88	88	141	141	46	46	64	64	68	68	38	38	87	87	58	58	71	71	83	83	76	76	81	81
cds-XP_711315.2	NC_032094.1	158273	159529	+	1257	36244	36244	39651	39651	35600	35600	37414	37414	32143	32143	27351	27351	27789	27789	33168	33168	23741	23741	37305	37305	23642	23642	33845	33845
cds-XP_019330993.1	NC_032094.1;NC_032094.1;NC_032094.1	159840;161362;161508	161278;161411;161719	-;-;-	1701	1217	1217	1326	1326	1155	1155	1304	1304	1030	1030	1132	1132	930	930	1116	1116	1081	1081	1259	1259	919	919	1131	1131
cds-XP_714294.1	NC_032094.1	165020	165511	+	492	188	188	301	301	171	171	799	799	776	776	1663	1663	786	786	987	987	1554	1554	182	182	151	151	150	150
cds-XP_714295.1	NC_032094.1	167136	167621	+	486	1857	1857	2192	2192	1868	1868	2262	2262	1826	1826	2020	2020	1472	1472	1724	1724	1784	1784	1991	1991	1482	1482	1976	1976
cds-XP_714296.2	NC_032094.1	169118	169807	+	690	144	144	111	111	180	180	267	267	191	191	198	198	148	148	203	203	233	233	142	142	89	89	115	115
cds-XP_714297.2	NC_032094.1	170116	171318	-	1203	27016	27016	28792	28792	30617	30617	63817	63817	53605	53605	45238	45238	43386	43386	55279	55279	43761	43761	29061	29061	18320	18320	28160	28160
cds-XP_714298.1	NC_032094.1	172250	173392	+	1143	1169	1169	1151	1151	1311	1311	2307	2307	1654	1654	1524	1524	1118	1118	1309	1309	1405	1405	1266	1266	1118	1118	1416	1416
cds-XP_714299.2	NC_032094.1	174611	176875	+	2265	1379	1379	1533	1533	1562	1562	1477	1477	1258	1258	1289	1289	952	952	1261	1261	1045	1045	1917	1917	1876	1876	1845	1845
cds-XP_714300.1	NC_032094.1	176941	177840	-	900	1055	1055	1130	1130	1140	1140	1046	1046	801	801	855	855	483	483	699	699	830	830	1136	1136	990	990	996	996
cds-XP_714301.2	NC_032094.1	178343	181033	-	2691	6793	6793	7601	7601	7472	7472	10231	10231	8706	8706	8645	8645	6741	6741	7556	7556	8946	8946	6351	6351	5998	5998	6739	6739
cds-XP_714302.1	NC_032094.1	182690	183145	+	456	381	381	461	461	382	382	754	754	544	544	594	594	424	424	491	491	579	579	414	414	201	201	385	385
cds-XP_714303.1	NC_032094.1	183350	184084	-	735	508	508	517	517	512	512	704	704	640	640	650	650	415	415	594	594	645	645	479	479	371	371	541	541
cds-XP_714304.1	NC_032094.1	184756	185646	-	891	630	630	684	684	595	595	567	567	512	512	309	309	359	359	570	570	316	316	691	691	556	556	615	615
cds-XP_714305.1	NC_032094.1	186531	188873	-	2343	6335	6335	7061	7061	8004	8004	9929	9929	8033	8033	6271	6271	5851	5851	6624	6624	5440	5440	6123	6123	6934	6934	6861	6861
cds-XP_714306.1	NC_032094.1	191051	192766	+	1716	710	710	732	732	704	704	1321	1321	1248	1248	384	384	870	870	1112	1112	323	323	885	885	629	629	776	776
cds-XP_714308.2	NC_032094.1	192961	193944	-	984	613	613	646	646	799	799	2814	2814	2212	2212	1708	1708	1447	1447	2072	2072	1718	1718	669	669	402	402	612	612
cds-XP_714309.2	NC_032094.1	194243	195295	-	1053	134	134	163	163	133	133	385	385	315	315	390	390	284	284	301	301	442	442	109	109	138	138	114	114
cds-XP_714310.2	NC_032094.1	195918	196958	+	1041	274	274	318	318	268	268	636	636	433	433	423	423	327	327	462	462	427	427	304	304	235	235	308	308
cds-XP_714311.2	NC_032094.1	197030	198280	-	1251	1165	1165	1275	1275	1327	1327	2803	2803	1841	1841	1678	1678	1524	1524	1758	1758	1847	1847	1153	1153	1164	1164	1254	1254
cds-XP_714312.2	NC_032094.1	198680	199057	+	378	119	119	159	159	185	185	131	131	63	63	81	81	75	75	79	79	91	91	137	137	98	98	136	136
cds-XP_714313.1	NC_032094.1	199256	200110	+	855	78	78	65	65	59	59	99	99	109	109	71	71	84	84	79	79	72	72	68	68	53	53	53	53
cds-XP_714314.2	NC_032094.1	200518	201594	+	1077	1283	1283	1443	1443	1572	1572	3232	3232	2473	2473	1840	1840	1586	1586	2268	2268	1940	1940	1328	1328	896	896	1182	1182
cds-XP_714316.2	NC_032094.1	201650	204145	-	2496	3559	3559	4041	4041	3753	3753	7489	7489	5765	5765	4812	4812	4991	4991	5523	5523	4275	4275	3767	3767	3404	3404	3759	3759
cds-XP_714317.1	NC_032094.1	204367	205872	+	1506	1653	1653	1569	1569	1838	1838	2806	2806	1981	1981	2471	2471	1739	1739	1965	1965	2042	2042	1722	1722	1399	1399	1745	1745
cds-XP_714319.1	NC_032094.1	205994	207700	-	1707	423	423	413	413	433	433	2519	2519	2089	2089	879	879	1468	1468	2094	2094	666	666	411	411	319	319	447	447
cds-XP_714320.2	NC_032094.1	209410	210309	-	900	51	51	49	49	37	37	39	39	36	36	19	19	42	42	63	63	29	29	58	58	45	45	38	38
cds-XP_714321.2	NC_032094.1	211793	212791	-	999	475	475	497	497	595	595	649	649	506	506	438	438	382	382	450	450	429	429	488	488	444	444	473	473
cds-XP_019330994.1	NC_032094.1;NC_032094.1	213007;213877	213809;213913	-;-	840	412	412	414	414	368	368	476	476	362	362	251	251	265	265	260	260	280	280	400	400	421	421	383	383
cds-XP_714323.2	NC_032094.1	214553	216145	+	1593	2397	2397	2696	2696	2700	2700	3358	3358	2619	2619	2784	2784	2036	2036	2464	2464	3101	3101	2353	2353	2062	2062	2208	2208
cds-XP_714324.1	NC_032094.1	218197	219507	+	1311	7945	7945	8249	8249	8394	8394	13434	13434	9999	9999	8075	8075	8274	8274	9365	9365	6447	6447	9573	9573	7687	7687	8907	8907
cds-XP_714325.2	NC_032094.1	219755	220552	-	798	202	202	194	194	246	246	437	437	293	293	240	240	188	188	251	251	208	208	202	202	202	202	161	161
cds-XP_714326.1	NC_032094.1	220839	221612	+	774	73	73	34	34	87	87	100	100	60	60	61	61	65	65	68	68	39	39	72	72	69	69	54	54
cds-XP_714327.1	NC_032094.1	221639	222187	-	549	573	573	639	639	645	645	559	559	537	537	465	465	400	400	474	474	401	401	626	626	573	573	580	580
cds-XP_714328.2	NC_032094.1	224375	226279	+	1905	4544	4544	5192	5192	4006	4006	2870	2870	2790	2790	2636	2636	2553	2553	3308	3308	2120	2120	4314	4314	3833	3833	3722	3722
cds-XP_714329.1	NC_032094.1	226945	227577	+	633	309	309	265	265	302	302	547	547	364	364	334	334	270	270	340	340	264	264	284	284	319	319	294	294
cds-XP_714330.1	NC_032094.1	228067	229164	+	1098	3440	3440	4236	4236	2306	2306	2983	2983	3331	3331	3043	3043	3162	3162	4355	4355	2519	2519	3496	3496	2935	2935	2783	2783
cds-XP_714331.2	NC_032094.1	229417	230640	-	1224	619	619	718	718	667	667	566	566	517	517	309	309	351	351	417	417	331	331	710	710	589	589	616	616
cds-XP_714336.2	NC_032094.1	232244	236857	-	4614	1729	1729	2159	2159	1901	1901	2341	2341	1855	1855	1728	1728	1601	1601	1763	1763	1670	1670	1892	1892	1913	1913	1895	1895
cds-XP_714337.1	NC_032094.1	237060	237734	+	675	316	316	303	303	305	305	396	396	231	231	199	199	273	273	337	337	238	238	253	253	283	283	261	261
cds-XP_019330995.1	NC_032094.1;NC_032094.1	237854;237954	237888;238266	+;+	348	3542	3542	3710	3710	3971	3971	5352	5352	3967	3967	3536	3536	2893	2893	3724	3724	3557	3557	3890	3890	2763	2763	3682	3682
cds-XP_714338.2	NC_032094.1	238369	240150	-	1782	2934	2934	3218	3218	3234	3234	5863	5863	4173	4173	4196	4196	3216	3216	3789	3789	4096	4096	2783	2783	2847	2847	2600	2600
cds-XP_714341.2	NC_032094.1	245451	247826	+	2376	1921	1921	2251	2251	2385	2385	3012	3012	2235	2235	2253	2253	1776	1776	2051	2051	2023	2023	2058	2058	2049	2049	2045	2045
cds-XP_714342.2	NC_032094.1	247958	250051	-	2094	744	744	783	783	749	749	821	821	772	772	703	703	685	685	842	842	641	641	772	772	555	555	659	659
cds-XP_714343.1	NC_032094.1	251632	252873	+	1242	628	628	731	731	720	720	937	937	747	747	608	608	626	626	702	702	553	553	702	702	779	779	604	604
cds-XP_714344.1	NC_032094.1	253187	253984	+	798	19	19	41	41	18	18	28	28	39	39	15	15	29	29	27	27	7	7	24	24	31	31	13	13
cds-XP_716758.2	NC_032094.1	254510	265975	+	11466	51060	51060	56156	56156	52622	52622	67400	67400	57191	57191	52432	52432	48095	48095	56635	56635	49557	49557	51856	51856	43867	43867	47746	47746
cds-XP_019330996.1	NC_032094.1;NC_032094.1	266126;266623	266542;266865	-;-	660	273	273	368	368	344	344	391	391	360	360	256	256	360	360	291	291	214	214	391	391	314	314	345	345
cds-XP_019330997.1	NC_032094.1;NC_032094.1	267237;267729	267638;267944	-;-	618	946	946	1085	1085	1058	1058	1934	1934	1392	1392	1186	1186	1283	1283	1414	1414	1169	1169	1142	1142	990	990	1001	1001
cds-XP_716756.2	NC_032094.1	268142	270265	+	2124	3545	3545	3887	3887	3534	3534	4345	4345	3294	3294	3068	3068	2853	2853	3335	3335	2972	2972	3288	3288	3196	3196	2932	2932
cds-XP_716755.2	NC_032094.1	272338	272679	+	342	150	150	122	122	82	82	189	189	175	175	408	408	175	175	188	188	309	309	92	92	167	167	85	85
cds-XP_716754.1	NC_032094.1	274059	275504	+	1446	1329	1329	1347	1347	1300	1300	1078	1078	802	802	872	872	738	738	974	974	857	857	1158	1158	1173	1173	1075	1075
cds-XP_716753.1	NC_032094.1	275554	276168	-	615	564	564	677	677	757	757	1017	1017	639	639	550	550	487	487	629	629	548	548	733	733	713	713	740	740
cds-XP_716752.2	NC_032094.1	276517	277704	+	1188	1512	1512	1672	1672	1264	1264	1404	1404	1300	1300	1325	1325	1147	1147	1518	1518	963	963	1549	1549	1317	1317	1284	1284
cds-XP_716751.1	NC_032094.1	278810	280840	+	2031	54	54	79	79	25	25	26	26	39	39	24	24	65	65	84	84	26	26	50	50	54	54	44	44
cds-XP_716750.2	NC_032094.1	281102	282313	-	1212	862	862	890	890	846	846	919	919	681	681	672	672	647	647	675	675	708	708	955	955	712	712	779	779
cds-XP_716749.1	NC_032094.1	282711	283952	-	1242	1022	1022	1004	1004	1171	1171	1534	1534	1078	1078	919	919	905	905	1078	1078	900	900	1143	1143	950	950	1143	1143
cds-XP_716748.1	NC_032094.1	284857	285648	-	792	1232	1232	1422	1422	1431	1431	2471	2471	1876	1876	1781	1781	1452	1452	1917	1917	1588	1588	1413	1413	1195	1195	1383	1383
