From	Entry	Gene Names (primary)
XP_714394.2	A0A1D8PIP4	
XP_714406.2	A0A1D8PIN6	
XP_714409.1	A0A1D8PIN1	
XP_714410.1	A0A1D8PIJ7	
XP_714413.2	A0A1D8PIN2	
XP_714414.1	A0A1D8PIN9	
XP_714419.2	A0A1D8PIL8	
XP_714421.2	A0A1D8PII4	
XP_714422.2	A0A1D8PIM4	
XP_714425.1	Q59XS8	
XP_019330816.1	A0A1D8PIM3	
XP_714430.2	A0A1D8PIK6	
XP_714529.1	Q59YH1	
XP_714530.2	A0A1D8PIJ8	
XP_714533.1	Q59YG7	
XP_714534.1	Q59YG6	
XP_019330815.1	A0A1D8PIL6	
XP_714537.2	A0A1D8PII2	
XP_714538.1	Q59YG2	
XP_714539.2	A0A1D8PIJ1	
XP_714540.1	Q59YG0	
XP_019330814.1	A0A1D8PIL9	
XP_714542.2	A0A1D8PIK9	
XP_714543.2	A0A1D8PIK3	
XP_714544.1	Q59YF6	
XP_714548.1	Q59YF2	
XP_714553.2	A0A1D8PIJ4	
XP_714556.2	A0A1D8PIK1	
XP_714558.1	A0A1D8PIH1	
XP_714561.1	A0A1D8PIF0	
XP_714563.1	Q59YD5	
XP_714564.2	A0A1D8PII5	
XP_714565.2	A0A1D8PIH9	
XP_714566.1	Q59YD2	
XP_714567.1	Q59YD1	
XP_714569.2	A0A1D8PIF4	
XP_714571.2	A0A1D8PIE9	
XP_714574.1	Q59YC3	
XP_714575.2	A0A1D8PIH5	
XP_714577.1	Q59YC0	
XP_710681.2	A0A1D8PIE2	
XP_714266.1	Q59X36	
XP_714265.2	A0A1D8PIE4	
XP_019330812.1	A0A1D8PIG8	
XP_714261.1	Q59X41	
XP_714257.1	Q59X45	
XP_714256.1	Q59X46	
XP_714251.1	A0A1D8PIB8	
XP_714249.1	Q59X53	
XP_714243.1	A0A1D8PIE5	
XP_714242.1	A0A1D8PIF2	
XP_714240.2	A0A1D8PIC6	
XP_712584.2	A0A1D8PI97	
XP_712585.2	A0A1D8PIF1	
XP_019330810.1	A0A1D8PIF3	
XP_712589.2	A0A1D8PID5	
XP_712590.2	A0A1D8PID2	
XP_712594.2	A0A1D8PIA4	
XP_712595.1	Q59SD2	
XP_712599.1	Q59SC9	
XP_712600.1	A0A1D8PIA0	
XP_019330809.1	A0A1D8PIC2	
XP_712608.1	Q59SC0	
XP_714432.1	Q59Y64	
XP_714435.2	A0A1D8PID0	
XP_714441.1	Q59Y55	
XP_714444.2	A0A1D8PI82	
XP_714445.2	A0A1D8PIC8	
XP_714448.2	A0A1D8PIC9	
XP_714450.1	A0A1D8PI74	
XP_714451.2	A0A1D8PIA5	
XP_714454.1	Q59Y39	
XP_714455.1	Q59Y38	
XP_714457.1	Q59Y36	
XP_714459.2	A0A1D8PIB7	
XP_714463.2	A0A1D8PI63	
XP_714467.2	A0A1D8PIA8	
XP_714468.2	A0A1D8PIA3	
XP_019330808.1	A0A1D8PIA9	
XP_714469.2	A0A1D8PI65	
XP_714475.1	Q59Y16	
XP_714477.2	A0A1D8PI53	
XP_714480.2	A0A1D8PI96	
XP_019330807.1	A0A1D8PIA1	
XP_710146.1	Q59K70	
XP_710147.2	A0A1D8PI44	
XP_717658.2	A0A1D8PI75	
XP_710233.1	Q59KG7	
XP_710234.1	A0A1D8PI40	
XP_710235.2	A0A1D8PI89	
XP_716062.2	A0A1D8PI35	
XP_716060.2	A0A1D8PI29	
XP_716006.2	A0A1D8PI34	
XP_019330805.1	A0A1D8PI86	
XP_716009.1	Q5A2U7	
XP_019330804.1	A0A1D8PI76	
XP_716010.2	A0A1D8PI39	
XP_716016.2	A0A1D8PI22	
XP_716018.1	Q5A2T8	
XP_019330802.1	A0A1D8PI67	
XP_716022.1	Q5A2T5	
XP_716021.1	Q5A2T4	
XP_716025.1	A0A1D8PI10	
XP_716031.2	A0A1D8PI03	
XP_019330800.1	A0A1D8PI02	
XP_716035.1	Q5A2K9	
XP_716036.2	A0A1D8PI66	
XP_716037.2	A0A1D8PI45	
XP_716040.1	Q5A2K5	
XP_716041.1	Q5A2K4	
XP_716042.1	A0A1D8PHZ2	
XP_019330799.1	A0A1D8PI30	
XP_716044.2	A0A1D8PHZ9	
XP_716050.1	A0A1D8PI18	
XP_716051.1	Q5A2J5	
XP_716052.1	Q5A2J4	
XP_716053.2	A0A1D8PHY3	
XP_716054.2	A0A1D8PHY2	
XP_716057.2	A0A1D8PHY7	
XP_713118.1	Q59U90	
XP_713119.1	Q59U89	
XP_713120.2	A0A1D8PI09	
XP_713121.1	A0A1D8PHX5	
XP_713124.2	A0A1D8PHX8	
XP_713129.1	A0A1D8PHY0	
XP_713130.1	A0A1D8PI37	
XP_019330797.1	A0A1D8PI13	
XP_713134.2	A0A1D8PHW7	
XP_713144.2	A0A1D8PI33	
XP_713145.2	A0A1D8PI06	
XP_713146.2	A0A1D8PHW0	
XP_713147.1	Q59U61	
XP_713150.2	A0A1D8PHV7	
XP_713154.1	Q59U54	
XP_713157.1	Q59U53	
XP_714874.2	A0A1D8PHV4	
XP_714873.2	A0A1D8PHY8	
XP_714871.1	Q59Z18	
XP_714870.1	Q59Z19	
XP_714867.2	A0A1D8PHU2	
XP_714865.1	Q59Z24	
XP_714864.1	Q59Z25	
XP_714863.1	Q59Z27	
XP_714859.2	A0A1D8PHU6	
XP_714856.1	A0A1D8PHT8	
XP_714853.1	Q59Z37	
XP_714850.2	A0A1D8PHU3	
XP_714849.2	A0A1D8PHU0	
XP_714848.2	A0A1D8PHZ0	
XP_019330796.1	A0A1D8PHU4	
XP_714846.2	A0A1D8PHS4	
XP_714843.1	Q59Z47	
XP_714842.1	A0A1D8PHS6	
XP_714837.2	A0A1D8PHT6	
XP_714836.1	Q59Z54	
XP_714834.1	Q59Z55	
XP_019330795.1	A0A1D8PHS1	
XP_714822.1	Q59Z67	
XP_714821.1	Q59Z68	
XP_714820.1	Q59Z69	
XP_714819.2	A0A1D8PHR2	
XP_710371.2	A0A1D8PHQ7	
XP_710372.1	A0A1D8PHR7	
XP_710373.2	A0A1D8PHT1	
XP_710376.2	A0A1D8PHU5	
XP_709982.1	A0A1D8PHQ0	
XP_709983.2	A0A1D8PHQ5	
XP_019330793.1	A0A1D8PHQ3	
XP_711843.2	A0A1D8PHP4	
XP_019330792.1	A0A1D8PHT7	
XP_711840.1	Q59Q31	
XP_711836.1	Q59Q35	
XP_019330791.1	A0A1D8PHP5	
XP_711829.1	Q59Q42	
XP_711490.2	A0A1D8PHL9	
XP_711487.1	Q59P41	
XP_711483.2	A0A1D8PHN4	
XP_711481.2	A0A1D8PHM7	
XP_711480.1	Q59P48	
XP_714272.1	Q59X30	
XP_714275.1	Q59X27	
XP_714277.1	Q59X25	
XP_714281.2	A0A1D8PHK4	
XP_714282.2	A0A1D8PHM2	
XP_714286.2	A0A1D8PHJ5	
XP_714287.2	A0A1D8PHJ1	
XP_714291.1	Q59X09	
XP_714292.2	A0A1D8PHJ4	
XP_710924.2	A0A1D8PHK2	
XP_710921.2	A0A1D8PHH9	
XP_019330785.1	A0A1D8PHK1	
XP_019330784.1	A0A1D8PHI1	
XP_710918.2	A0A1D8PHJ0	
XP_710914.1	Q59MG2	
XP_710913.2	A0A1D8PHH8	
XP_710912.1	Q59MG4	
XP_712822.2	A0A1D8PHG9	
XP_019330782.1	A0A1D8PHG0	
XP_712816.1	Q59T30	
XP_712815.2	A0A1D8PHI7	
XP_712808.1	Q59T38	
XP_712804.1	Q59T43	
XP_712802.1	Q59T45	
XP_712801.1	Q59T47	
XP_712800.1	Q59T48	
XP_712799.1	Q59T49	
XP_714942.2	A0A1D8PHF9	
XP_714940.1	Q59ZD9	
XP_714937.1	Q59ZE1	
XP_019330777.1	A0A1D8PHE3	
XP_714931.2	A0A1D8PHG8	
XP_714930.1	Q59ZE8	
XP_714928.2	A0A1D8PHD9	
XP_714924.1	Q59ZF4	
XP_714922.2	A0A1D8PHB9	
XP_019330775.1	A0A1D8PHE0	
XP_714917.1	Q59ZG1	
XP_714915.2	A0A1D8PHD1	
XP_714911.2	A0A1D8PHC5	
XP_714907.1	Q59ZH1	
XP_714906.2	A0A1D8PHC4	
XP_714903.1	Q59ZH5	
XP_714896.1	Q59ZI2	
XP_714894.1	A0A1D8PH92	
XP_714892.1	Q59ZI6	
XP_714890.1	Q59ZI8	
XP_714887.2	A0A1D8PHE6	
XP_710282.2	A0A1D8PH99	
XP_019330772.1	A0A1D8PH89	
XP_710286.2	A0A1D8PH95	
XP_710610.2	A0A1D8PHA0	
XP_710613.2	A0A1D8PH91	
XP_710615.2	A0A1D8PH76	
XP_710617.1	Q59LK8	
XP_710619.2	A0A1D8PH90	
XP_710620.2	A0A1D8PH77	
XP_710621.1	A0A1D8PH86	
XP_710605.2	A0A1D8PH84	
XP_710600.2	A0A1D8PH58	
XP_712915.2	A0A1D8PH73	
XP_712918.2	A0A1D8PH72	
XP_712924.1	Q59TD2	
XP_712928.2	A0A1D8PH70	
XP_712929.2	A0A1D8PH93	
XP_712930.2	A0A1D8PH67	
XP_712933.2	A0A1D8PH38	
XP_712934.2	A0A1D8PH50	
XP_712935.1	Q59TC1	
XP_712937.2	A0A1D8PH61	
XP_712939.1	A0A1D8PH57	
XP_712941.1	A0A1D8PH56	
XP_712945.1	Q59TB1	
XP_712946.1	Q59TB0	
XP_710123.2	A0A1D8PH44	
XP_710125.1	A0A1D8PH47	
XP_720928.2	A0A1D8PH37	
XP_019330768.1	A0A1D8PH39	
XP_720929.1	Q5AHJ1	
XP_720932.1	A0A1D8PH30	
XP_019330767.1	A0A1D8PH33	
XP_720935.2	A0A1D8PH25	
XP_720936.2	A0A1D8PH41	
XP_720937.1	Q5AHI3	
XP_720947.1	Q5AHH3	
XP_019330766.1	A0A1D8PH07	
XP_720952.1	Q5AHG8	
XP_720958.2	A0A1D8PH01	
XP_720959.2	A0A1D8PGZ6	
XP_720960.2	A0A1D8PGZ4	
XP_720963.2	A0A1D8PGY1	
XP_720965.2	A0A1D8PGY6	
XP_720967.2	A0A1D8PGZ0	
XP_720970.2	A0A1D8PH10	
XP_720974.2	A0A1D8PGW9	
XP_720979.1	A0A1D8PGX9	
XP_720985.2	A0A1D8PGW6	
XP_720986.1	Q5AHD3	
XP_720987.2	A0A1D8PGW7	
XP_720990.2	A0A1D8PGY5	
XP_720994.2	A0A1D8PGY3	
XP_720995.1	Q5AHC4	
XP_720998.2	A0A1D8PGU5	
XP_721002.2	A0A1D8PGZ1	
XP_721003.2	A0A1D8PGX7	
XP_721012.1	Q5AHA6	
XP_721015.2	A0A1D8PGU6	
XP_721020.2	A0A1D8PGX4	
XP_721023.1	Q5AH92	
XP_019330759.1	A0A1D8PGV8	
XP_715319.1	Q5A0N4	
XP_715321.2	A0A1D8PGT8	
XP_715323.2	A0A1D8PGT1	
XP_715324.2	A0A1D8PGT0	
XP_715326.2	A0A1D8PGS4	
XP_715340.1	Q5A0L2	
XP_715349.2	A0A1D8PGX0	
XP_715354.1	A0A1D8PGQ5	
XP_019330757.1	A0A1D8PGR3	
XP_019330756.1	A0A1D8PGS6	
XP_715362.2	Q5A0J0	
XP_715365.1	Q5A0I7	
XP_019330755.1	A0A1D8PGP8	
XP_715367.2	A0A1D8PGP7	
XP_715371.1	Q5A0I0	
XP_715374.2	A0A1D8PGN9	
XP_715375.1	Q5A0H6	
XP_715377.1	Q5A0H4	
XP_715380.2	A0A1D8PGQ1	
XP_715381.1	Q5A0H0	
XP_722631.1	Q5ALI9	
XP_722626.1	Q5ALJ4	
XP_019330753.1	A0A1D8PGN2	
XP_722622.2	A0A1D8PGN6	
XP_722620.2	A0A1D8PGR5	
XP_722619.1	Q5ALK1	
XP_722618.2	A0A1D8PGM1	
XP_722616.2	A0A1D8PGL0	
XP_722615.2	A0A1D8PGL4	
XP_722606.2	A0A1D8PGL1	
XP_722604.1	Q5ALL6	
XP_722599.2	A0A1D8PGL5	
XP_722594.1	Q5ALM5	
XP_722592.2	A0A1D8PGJ9	
XP_722591.2	A0A1D8PGM6	
XP_722590.2	A0A1D8PGJ5	
XP_722588.1	Q5ALN2	
XP_722587.1	Q5ALN3	
XP_722584.2	A0A1D8PGM5	
XP_722583.2	A0A1D8PGJ3	
XP_722577.2	A0A1D8PGJ8	
XP_722574.1	A0A1D8PGJ6	
XP_722573.2	A0A1D8PGK3	
XP_722572.1	Q5ALP7	
XP_722571.1	Q5ALP8	
XP_722566.2	A0A1D8PGI2	
XP_722563.2	A0A1D8PGI3	
XP_722561.2	A0A1D8PGI9	
XP_722559.2	A0A1D8PGG5	
XP_722551.2	A0A1D8PGG2	
XP_722550.2	Q5AM72	
XP_722548.1	A0A1D8PGI6	
XP_722547.2	A0A1D8PGI1	
XP_722544.1	A0A1D8PGH3	
XP_019330748.1	A0A1D8PGH8	
XP_722537.2	A0A1D8PGH1	
XP_722535.1	Q5ALU0	
XP_722534.1	Q5ALU1	
XP_722532.1	Q5ALU3	
XP_722529.1	Q5ALU6	
XP_722528.2	A0A1D8PGH2	
XP_722526.1	Q5ALU9	
XP_722525.1	Q5ALV0	
XP_722522.1	Q5ALV4	
XP_722515.1	Q5ALW1	
XP_722511.2	A0A1D8PGE7	
XP_722510.1	Q5ALW6	
XP_722508.2	A0A1D8PGE9	
XP_722506.1	Q5ALW9	
XP_722507.2	A0A1D8PGC3	
XP_722500.1	Q5ALX6	
XP_722499.1	Q5ALX7	
XP_019330747.1	A0A1D8PGE0	
XP_719441.2	A0A1D8PGD2	
XP_719448.2	A0A1D8PGE2	
XP_719449.1	Q5AD68	
XP_719451.2	A0A1D8PGA7	
XP_719452.2	A0A1D8PGB0	
XP_719455.2	A0A1D8PGA5	
XP_719459.1	A0A1D8PGA0	
XP_719466.1	Q5AD50	
XP_019330744.1	A0A1D8PG98	
XP_019330743.1	A0A1D8PG95	
XP_719468.2	A0A1D8PG94	
XP_719479.1	Q5AD37	
XP_719481.2	A0A1D8PG85	
XP_719483.1	Q5AD33	
XP_719484.2	A0A1D8PG78	
XP_719485.1	Q5AD31	
XP_719486.1	Q5AD30	
XP_719487.1	Q5AD29	
XP_719491.2	A0A1D8PG79	
XP_719492.1	Q5AD24	
XP_719494.1	Q5AD22	
XP_719496.1	Q5AD20	
XP_719497.1	Q5AD19	
XP_719498.1	Q5AD18	
XP_719499.1	Q5AD17	
XP_019330741.1	A0A1D8PG77	
XP_719505.1	Q5AD10	
XP_719506.1	Q5AD08	
XP_719510.1	Q5AD04	
XP_719511.2	A0A1D8PG60	
XP_719512.1	Q5AD02	
XP_719513.1	Q5AD01	
XP_719514.2	A0A1D8PG46	
XP_719515.2	A0A1D8PG47	
XP_719518.1	Q5ACZ6	
XP_719519.1	Q5ACZ5	
XP_719520.1	Q5ACZ4	
XP_719523.2	A0A1D8PG52	
XP_719525.2	A0A1D8PG39	
XP_019330738.1	A0A1D8PG36	
XP_719536.2	A0A1D8PG31	
XP_719537.2	A0A1D8PG37	
XP_719538.1	Q5ACX5	
XP_719541.2	A0A1D8PG26	
XP_719549.1	Q5ACW4	
XP_719550.1	Q5ACW3	
XP_719552.2	A0A1D8PG23	
XP_719556.2	A0A1D8PG12	
XP_719557.2	A0A1D8PG13	
XP_719559.1	Q5ACV4	
XP_719560.1	Q5ACV3	
XP_710475.2	A0A1D8PG03	
XP_710478.2	A0A1D8PG05	
XP_710482.1	Q59L46	
XP_715075.2	A0A1D8PFZ5	
XP_715074.1	A0A1D8PG02	
XP_710028.2	A0A1D8PFY7	
XP_715069.1	A0A1D8PFZ6	
XP_715068.1	A0A1D8PFY6	
XP_715067.2	A0A1D8PFY4	
XP_715066.1	A0A1D8PFY0	
XP_715063.1	A0A1D8PFY8	
XP_715062.1	A0A1D8PFY2	
XP_715060.1	A0A1D8PFY5	
XP_715058.1	A0A1D8PFX7	
XP_715045.1	A0A1D8PFW8	
XP_715044.1	A0A1D8PFV6	
XP_715043.1	A0A1D8PFW6	
XP_715035.1	A0A1D8PFX9	
XP_715029.1	A0A1D8PFU7	
XP_715026.1	A0A1D8PFU9	
XP_715025.1	A0A1D8PFW5	
XP_715024.1	A0A1D8PFW1	
XP_019330731.1	A0A1D8PFU8	
XP_715015.1	A0A1D8PFV8	
XP_715014.1	A0A1D8PFW0	
XP_715011.1	A0A1D8PFU2	
XP_715010.1	A0A1D8PFU1	
XP_722223.1	Q5AKV7	
XP_722222.1	Q5AKV9	
XP_722220.1	Q5AKW1	
XP_722216.1	Q5AKW5	
XP_722213.1	Q5AKW8	
XP_019330726.1	A0A1D8PFS0	
XP_722207.1	Q5AKX4	
XP_722201.1	Q5AKY1	
XP_722200.2	A0A1D8PFR1	
XP_722194.1	Q5AKY8	
XP_722187.2	A0A1D8PFN3	
XP_722180.2	A0A1D8PFP0	
XP_722175.2	A0A1D8PFM4	
XP_722173.2	A0A1D8PFN5	
XP_722170.1	Q5AL17	
XP_019330722.1	A0A1D8PFN9	
XP_722165.1	A0A1D8PFL8	
XP_722164.1	Q5AL24	
XP_019330721.1	A0A1D8PFM9	
XP_722163.2	A0A1D8PFL2	
XP_722162.2	A0A1D8PFL6	
XP_722158.1	A0A1D8PFM0	
XP_722157.1	Q5AL31	
XP_722151.1	Q5AL37	
XP_019330720.1	A0A1D8PFK2	
XP_722142.1	Q5AL46	
XP_722140.2	A0A1D8PFL0	
XP_722135.2	A0A1D8PFJ5	
XP_019330718.1	A0A1D8PFI8	
XP_722134.1	Q5AL54	
XP_019330717.1	A0A1D8PFI0	
XP_019330716.1	A0A1D8PFL4	
XP_722132.2	A0A1D8PFH6	
XP_722129.1	Q5AL59	
XP_722128.2	A0A1D8PFK0	
XP_722127.2	A0A1D8PFH3	
XP_722124.2	A0A1D8PFH9	
XP_019330714.1	A0A1D8PFJ8	
XP_711560.2	A0A1D8PFJ7	
XP_711565.2	A0A1D8PFH7	
XP_711566.2	A0A1D8PFI5	
XP_711568.1	A0A1D8PFJ0	
XP_711569.1	A0A1D8PFG3	
XP_711571.2	A0A1D8PFI9	
XP_711572.1	Q59PD9	
XP_711573.2	A0A1D8PFH2	
XP_711574.2	A0A1D8PFI2	
XP_711577.1	Q59PD4	
XP_710785.1	Q59M32	
XP_710788.2	A0A1D8PFF6	
XP_710789.1	Q59M28	
XP_710792.2	A0A1D8PFG1	
XP_710793.2	A0A1D8PFF7	
XP_019330711.1	A0A1D8PFE2	
XP_710220.2	A0A1D8PFE7	
XP_716290.2	A0A1D8PFD7	
XP_716294.1	A0A1D8PFF0	
XP_716296.1	A0A1D8PFG6	
XP_716298.1	Q5A3P1	
XP_716300.1	A0A1D8PFC9	
XP_716304.1	Q5A3N5	
XP_716307.1	Q5A3N2	
XP_716308.2	A0A1D8PFC1	
XP_716315.1	Q5A3M4	
XP_716316.1	Q5A3M3	
XP_019330707.1	A0A1D8PFB7	
XP_716319.1	Q5A3M0	
XP_716323.1	Q5A3L6	
XP_716325.1	Q5A3L4	
XP_716327.2	A0A1D8PFB2	
XP_716328.2	A0A1D8PFD5	
XP_716331.1	Q5A3K8	
XP_716335.1	Q5A3K4	
XP_716338.1	Q5A3K1	
XP_019330706.1	A0A1D8PFA9	
XP_716339.1	Q5A3K0	
XP_716340.1	Q5A3J9	
XP_716343.2	A0A1D8PF97	
XP_716344.1	Q5A3J5	
XP_716345.1	Q5A3J4	
XP_716346.1	Q5A3J3	
XP_716347.1	Q5A3J2	
XP_716350.2	A0A1D8PF90	
XP_716351.2	A0A1D8PFC2	
XP_713006.1	Q59TV8	
XP_713007.1	Q59TV7	
XP_713008.2	A0A1D8PF76	
XP_713009.2	A0A1D8PF88	
XP_713012.1	Q59TV1	
XP_713013.2	A0A1D8PF82	
XP_713014.2	A0A1D8PF83	
XP_713017.1	Q59TU4	
XP_019330705.1	A0A1D8PF89	
XP_713019.2	A0A1D8PF63	
XP_713025.1	Q59TT6	
XP_713026.2	A0A1D8PFA3	
XP_713027.2	A0A1D8PF69	
XP_713029.1	Q59TT2	
XP_019330704.1	A0A1D8PF60	
XP_713030.2	A0A1D8PF73	
XP_713033.1	Q59TS7	
XP_713035.2	A0A1D8PF96	
XP_713794.2	A0A1D8PF44	
XP_019330702.1	A0A1D8PF40	
XP_713797.1	Q59W60	
XP_713800.2	A0A1D8PF46	
XP_019330700.1	A0A1D8PF49	
XP_713806.1	Q59W51	
XP_713808.2	A0A1D8PF41	
XP_019330699.1	A0A1D8PF29	
XP_713809.1	Q59W48	
XP_713901.2	A0A1D8PF42	
XP_710041.1	Q59WK1	
XP_713907.2	A0A1D8PF61	
XP_713909.1	Q59WJ7	
XP_713910.2	A0A1D8PF30	
XP_713913.1	Q59WJ3	
XP_019330697.1	A0A1D8PF15	
XP_713917.1	Q59WI9	
XP_713918.2	A0A1D8PF18	
XP_713922.1	Q59WI4	
XP_713924.2	A0A1D8PEZ5	
XP_019330694.1	A0A1D8PEZ7	
XP_713925.1	Q59WI0	
XP_713930.2	A0A1D8PF03	
XP_713931.1	Q59WH5	
XP_713933.2	A0A1D8PEZ3	
XP_713935.2	A0A1D8PF14	
XP_713937.2	A0A1D8PEY8	
XP_713938.2	A0A1D8PEZ9	
XP_713940.1	Q59WG6	
XP_713941.1	Q59WG5	
XP_019330691.1	A0A1D8PEY4	
XP_713951.2	A0A1D8PF26	
XP_713954.1	Q59WF2	
XP_713956.1	Q59WE9	
XP_710718.2	A0A1D8PF12	
XP_710714.1	Q59LX2	
XP_710024.2	A0A1D8PEW9	
XP_711219.2	A0A1D8PEX1	
XP_711216.2	A0A1D8PEW0	
XP_711214.2	A0A1D8PEW3	
XP_711212.2	A0A1D8PEZ6	
XP_711211.2	A0A1D8PEW7	
XP_711207.2	A0A1D8PEV9	
XP_711203.2	A0A1D8PEU5	
XP_711201.1	Q59NC8	
XP_723593.2	A0A1D8PEY7	
XP_723589.2	A0A1D8PEV1	
XP_723588.2	A0A1D8PEU9	
XP_723587.1	Q5AP58	
XP_723585.2	A0A1D8PEU2	
XP_723584.2	A0A1D8PET9	
XP_723577.1	Q5AP68	
XP_723576.1	Q5AP69	
XP_723575.2	A0A1D8PES9	
XP_723572.1	Q5AP74	
XP_723571.2	A0A1D8PET7	
XP_723569.1	Q5AP78	
XP_723565.1	Q5AP83	
XP_723564.2	A0A1D8PES6	
XP_723557.1	A0A1D8PEU0	
XP_723556.2	A0A1D8PES5	
XP_723549.1	A0A1D8PEQ8	
XP_019330686.1	A0A1D8PEQ6	
XP_723546.1	A0A1D8PEQ0	
XP_723542.1	Q5APA8	
XP_723533.1	Q5APB8	
XP_723532.1	Q5APB9	
XP_723530.1	Q5APC1	
XP_723529.1	Q5APC2	
XP_723528.1	Q5APC3	
XP_019330685.1	A0A1D8PEP6	
XP_723521.1	Q5APD0	
XP_723520.1	Q5APD1	
XP_019330684.1	A0A1D8PEP2	
XP_723511.1	Q5APE0	
XP_723510.1	Q5APE1	
XP_723506.1	Q5APE5	
XP_723505.1	Q5APE6	
XP_723504.2	A0A1D8PEN5	
XP_723502.1	Q5APE9	
XP_723500.1	Q5APF1	
XP_723497.1	Q5APF5	
XP_723493.1	Q5APF8	
XP_723491.2	A0A1D8PEK8	
XP_723487.2	A0A1D8PEK6	
XP_723481.2	A0A1D8PEK0	
XP_723479.1	Q5APH1	
XP_723478.2	A0A1D8PEK5	
XP_723477.2	A0A1D8PEK7	
XP_723475.2	A0A1D8PEI8	
XP_723473.2	A0A1D8PEJ4	
XP_723469.2	A0A1D8PEJ2	
XP_723466.1	Q5API4	
XP_723465.1	A0A1D8PEJ7	
XP_723454.2	A0A1D8PEI9	
XP_723449.1	Q5APK1	
XP_723444.2	A0A1D8PEH4	
XP_723442.2	A0A1D8PEG0	
XP_019330682.1	A0A1D8PEJ9	
XP_723435.2	A0A1D8PEG9	
XP_723434.2	A0A1D8PEI3	
XP_723431.2	A0A1D8PEF4	
XP_723429.1	A0A1D8PEG6	
XP_019330681.1	A0A1D8PEJ1	
XP_723427.1	Q5APM6	
XP_723425.1	Q5APM8	
XP_723423.1	Q5APN0	
XP_723422.2	A0A1D8PEE6	
XP_723421.1	A0A1D8PEE8	
XP_723418.2	A0A1D8PEI0	
XP_019330680.1	A0A1D8PEE0	
XP_723416.2	A0A1D8PEE1	
XP_723414.2	A0A1D8PEE2	
XP_723413.2	A0A1D8PEF8	
XP_723408.2	A0A1D8PEF5	
XP_711897.1	Q59QA9	
XP_711886.2	A0A1D8PEF2	
XP_711885.1	Q59QC1	
XP_711877.2	A0A1D8PEB5	
XP_711872.2	A0A1D8PEB3	
XP_019330677.1	A0A1D8PEB8	
XP_717640.1	Q5A759	
XP_717629.1	Q5A770	
XP_717627.2	A0A1D8PE88	
XP_717622.2	A0A1D8PEA9	
XP_019330675.1	A0A1D8PE69	
XP_019330674.1	A0A1D8PE80	
XP_717608.2	A0A1D8PE74	
XP_717607.2	A0A1D8PE61	
XP_717605.2	A0A1D8PE95	
XP_717604.1	Q5A796	
XP_019330673.1	A0A1D8PE82	
XP_717595.1	A0A1D8PE68	
XP_717594.2	A0A1D8PE86	
XP_717592.1	A0A1D8PE45	
XP_717590.1	Q5A7A9	
XP_717589.1	Q5A7B0	
XP_717587.1	Q5A7B3	
XP_710443.2	A0A1D8PE56	
XP_716539.2	A0A1D8PE78	
XP_711720.2	A0A1D8PE47	
XP_711721.1	Q59PW4	
XP_711723.2	A0A1D8PE64	
XP_711724.1	Q59PW1	
XP_711726.2	A0A1D8PE34	
XP_711728.2	A0A1D8PE70	
XP_711730.2	A0A1D8PE33	
XP_711731.2	A0A1D8PE38	
XP_019330672.1	A0A1D8PE39	
XP_711736.2	A0A1D8PE30	
XP_711738.2	A0A1D8PE62	
XP_711739.1	Q59PU6	
XP_711740.1	Q59PU5	
XP_713869.2	A0A1D8PE20	
XP_713873.1	Q59WE1	
XP_713875.1	Q59WE0	
XP_019330671.1	A0A1D8PE13	
XP_713885.1	Q59WC8	
XP_713889.1	Q59WC4	
XP_713890.1	Q59WC3	
XP_019330669.1	A0A1D8PE03	
XP_019330668.1	A0A1D8PDZ4	
XP_713899.2	A0A1D8PDZ7	
XP_718785.2	A0A1D8PDZ5	
XP_718786.1	Q5AAW5	
XP_019330667.1	A0A1D8PDZ3	
XP_718790.1	Q5AAW1	
XP_718791.1	Q5AB49	
XP_718795.1	Q5AAV4	
XP_718799.2	A0A1D8PDZ8	
XP_718801.2	A0A1D8PDZ2	
XP_718808.2	A0A1D8PDY5	
XP_718809.2	A0A1D8PDX9	
XP_019330663.1	A0A1D8PDY6	
XP_718813.1	Q5AAT6	
XP_019330662.1	A0A1D8PDY0	
XP_718816.1	Q5AAT3	
XP_718822.2	A0A1D8PDW2	
XP_718824.2	A0A1D8PDX3	
XP_718827.2	A0A1D8PDW7	
XP_718829.2	A0A1D8PDW3	
XP_718833.2	A0A1D8PDX7	
XP_718834.1	A0A1D8PDV1	
XP_019330661.1	A0A1D8PDX1	
XP_718836.2	A0A1D8PDU2	
XP_718837.1	A0A1D8PDV8	
XP_718839.1	Q5AAR2	
XP_718843.2	A0A1D8PDU0	
XP_718846.2	A0A1D8PDW1	
XP_718847.2	A0A1D8PDT6	
XP_718850.1	Q5AAP8	
XP_718851.1	Q5AAP7	
XP_019330660.1	A0A1D8PDT9	
XP_718853.2	A0A1D8PDU6	
XP_718854.2	A0A1D8PDV2	
XP_718855.2	A0A1D8PDT2	
XP_718856.2	A0A1D8PDT1	
XP_718858.2	A0A1D8PDS6	
XP_718859.2	A0A1D8PDR9	
XP_718860.1	Q5AAN8	
XP_718862.1	Q5AAN6	
XP_718863.1	Q5AAN5	
XP_718864.2	A0A1D8PDT7	
XP_710279.2	A0A1D8PDU5	
XP_710874.1	A0A1D8PDS7	
XP_710876.2	A0A1D8PDQ9	
XP_710878.2	A0A1D8PDR0	
XP_710103.2	A0A1D8PDQ5	
